,x,y,dis,around,renwu,任务标价,是否成功
669,-32.61588588672558,-5.813099260768496,17.30740279770638,0,1,71.36320702941192,1
670,-40.78941130034683,-12.895859583539917,20.58897413949269,9,2,70.88529587943839,1
671,-49.46537986930563,-13.893449422823458,22.14756239353719,0,2,71.19310011627005,1
672,-30.217913885558236,-17.764099036519113,28.620812053987702,3,2,71.66390658842698,1
677,-33.298498420330354,13.15238237304252,0.0,1,1,69.924,1
678,-26.768136390336004,-19.624362680049707,31.959553582819282,0,1,72.56468339379119,1
682,-30.217913885558236,-17.764099036519113,28.620812053987702,3,2,71.66390658842698,1
684,19.55286238627041,-18.283172875031553,24.75524443701173,3,1,71.91393004383497,1
685,9.006696950003812,-7.680822641139674,18.9486470232633,5,1,71.3977890559076,1
686,33.404175303692405,13.51049041445697,13.696681693215913,9,1,70.8871278988437,1
687,-40.45316948310576,30.16990035180017,0.0,0,1,69.944,1
688,20.582875875850707,-19.74997121764466,26.15212197493537,8,2,71.3614740019447,1
693,-32.93677325101975,5.8334745692362056,10.879575327621813,0,1,70.836125176865,1
694,17.728455413753938,9.388299180353137,4.99259878525405,8,1,70.19339310039084,1
695,45.80272849815246,-1.5095723049367749,25.349720978878125,4,1,71.94267712026802,1
696,62.31154869645364,-17.492577647445607,24.08216975367503,0,1,71.91873791980136,1
697,27.530883980501,5.253003823133824,5.927303016863605,9,2,69.6830388473828,1
698,-43.96011155176828,9.038937397458657,1.5745126528512494,7,2,69.3661100375338,1
699,12.843755945262082,-6.42744934245502,15.575856691318094,7,2,70.51422024868808,1
702,53.124401829336506,-22.362048226477267,17.926446869101834,0,2,70.84696864326635,1
703,48.77193718456225,-7.175598321944328,30.265054571558455,17,1,72.08573447486779,1
705,58.413785429108046,-21.538885621235618,19.12667502218668,0,2,70.9453873518193,1
706,29.371793513007614,14.04169214469323,10.835993211781865,9,2,70.0855514433661,1
707,13.413012106804626,-10.42211208859218,18.737613888770124,0,1,71.48048433887915,1
709,44.88068022494121,4.321041543641844,23.260508207651277,5,1,71.75136167302742,1
710,45.5983663440454,-15.646752853900736,26.126875081254536,0,1,72.08640375666288,1
711,18.803837632799763,-20.047200671141578,26.584462485592752,5,1,72.02392592381861,1
714,42.24347691651933,2.024849248117121,20.98854831274478,0,1,71.66506096164507,1
715,61.97383215775311,-26.484271623541524,15.69918534885684,4,2,70.58433319860626,1
716,17.285246949673432,-15.96619414460421,22.77813978239572,2,2,71.20480746215644,1
717,65.00560593659078,-31.108494628662296,13.987583710339923,8,2,70.36398186424788,1
718,20.154395532605474,-17.026299903689363,23.455821626055435,2,1,71.82737737333655,1
719,57.84512301162807,4.719620105746859,36.17186750359009,0,1,72.91009313529439,1
720,61.47866282630232,-26.001024185777343,15.898150262926203,8,2,70.52064832155995,1
721,14.05158100312394,-11.758621015052078,19.68757523523358,3,1,71.49838116928916,1
724,63.02427418858797,-1.8946601161191658,39.30277556758315,3,2,72.53982759654181,1
725,58.79144658626409,-16.281417790086547,24.35775538683716,12,1,71.70133594172066,1
726,42.20884010186787,-4.09404872509786,23.01758888873896,0,2,71.2644422888766,1
727,40.93977541092722,2.561301297578627,19.603585861670418,3,1,71.49149404065697,1
729,-28.060008270538532,-23.95179205127285,35.110385956082666,23,1,72.3630516483988,1
730,-28.468315176952558,-10.849465350371656,23.831698593024427,0,1,71.898199284628,1
732,-27.642771519516888,-3.479877458295153,19.43703062587776,10,1,71.33783651132198,1
733,-38.43555499735874,-30.108067476831764,37.96124837433056,8,2,72.3298223666951,1
734,-38.23404048319755,24.63272145388643,0.0,2,2,69.33699999999999,1
735,-25.135750452863757,-22.08216967150199,34.9089810749901,0,1,72.80653644814919,1
736,-52.51639883206909,30.851120238500656,0.0,2,2,69.33699999999999,1
737,23.647043681017642,0.5019212329290816,6.186523145227994,0,2,69.88429489790869,1
741,35.99107413273263,0.7895953006217624,15.33428960209055,5,1,71.10141174737143,1
743,57.151503349678315,-16.489064128948762,23.910613385948746,0,1,71.9046702976478,1
744,-62.61059918084772,26.484188507035142,26.81153096246258,0,1,72.14254553892194,1
745,25.931786540847153,4.634395380714935,4.566410010445169,0,1,70.31844562085651,1
748,39.01564669927351,-1.3371775165814697,18.946288215823962,0,1,71.49759563369757,1
749,46.80045398724508,5.20281826691485,25.116670028743485,5,1,71.90356694235697,1
750,35.36752536394867,14.991177011235887,16.1456905286445,13,1,71.00794662334884,1
752,14.419146032636252,-2.1753093700461825,11.23969968151912,7,1,70.72565537388456,1
754,21.4310174251708,-20.229285520114715,26.608556855139053,9,2,71.3789016621214,1
756,5.078179979859194,8.579164321423463,16.77814394261709,7,1,71.17980780329461,1
758,19.855227285794104,6.638927292409239,1.874334459076016,1,1,70.07769542564424,1
759,57.50065727004532,-19.296714609063503,21.172017764657905,6,1,71.56010545670195,1
760,28.845696339489137,13.593884679802681,10.147502721495458,0,2,70.20909522316262,1
762,12.866602699134447,8.281223999106416,9.047176124372738,0,2,70.11886844219856,1
763,27.61534655223957,6.63261493024595,5.909560832843907,0,1,70.4285839882932,1
764,35.12546220590649,2.350289166399886,14.005749946972058,0,1,71.09247149565171,1
765,20.503979792336636,2.912023931471065,3.6700340862026946,25,1,69.74494279506862,1
766,35.71538721091054,-4.92649311526333,17.997274638216396,0,1,71.41977652033374,1
767,18.20328901100113,7.576925379352289,3.707280537242673,0,1,70.2479970040539,1
768,19.516909934602165,11.175726446059855,5.275927675509935,3,1,70.31662606939182,1
769,22.21106383718482,7.969834183257166,1.6686430200688942,226,2,64.99382872764565,1
770,49.800191932381594,-7.309276320644916,31.24616425917248,1,1,72.48618546925215,1
771,21.36465193011292,4.834855988734777,1.5813962922147973,8,1,69.91367449596162,1
772,49.65459749736755,10.072277295597289,28.186487339590816,1,1,72.23529196184646,1
773,42.20373893341102,11.524735073851723,21.12893213436706,0,1,71.6765724350181,1
775,49.390046420548835,0.6145472643924421,28.27240736368493,12,1,72.02233740382218,1
776,-62.484355037532545,6.7401072840589045,18.809384404941166,0,2,70.91936952120517,1
777,-62.88627056632593,8.711348082646097,19.235387676579492,8,2,70.79430178947952,1
778,41.67115482152661,-4.632100735885107,22.79505048866235,0,2,71.2461941400703,1
779,22.952203581350474,1.4794590256311437,5.053076702765943,0,1,70.35835228962681,1
780,31.763568654606352,-7.6813073981639235,17.283137217639666,10,2,70.59421725184644,1
781,19.699587486973492,-1.0222117437465386,7.668573511878941,2,2,69.96582302797407,1
782,-62.09296001464131,14.454247350708112,19.677560495717596,0,2,70.99055996064884,1
783,-38.0862390606397,15.655972393581582,0.0,2,1,69.904,1
785,-52.32111725355216,9.50004541388359,8.862739279889016,0,1,70.6707446209509,1
786,21.95221079405096,12.731902458769024,6.358673165793089,0,1,70.46541119959504,1
787,-36.009238418320884,24.010551331412866,0.0,0,1,69.944,1
791,-44.130874933496585,8.856885940437966,1.4383753187744515,4,2,69.4149467761395,1
794,-62.02629939171791,14.704914597986797,19.705650464162204,0,2,70.9928633380613,1
796,-25.561683700161282,-19.977086142122296,32.908200471876604,0,1,72.64247243869389,1
797,-62.93310603085378,8.606114012577894,19.275736969470362,8,2,70.79761043149657,1
801,36.94618976438692,-5.171580118161209,19.117805359939645,0,1,71.51166003951505,1
802,33.08639472259187,14.656612017296485,14.068830505988457,4,1,71.01764410149106,1
803,31.683668402000166,-8.415199816185751,17.840436976172064,10,2,70.6399158320461,1
804,54.82466892483676,-8.0781563018807,32.16669762042509,0,1,72.58166920487486,1
805,30.598212820930076,14.6643061822516,12.150876470271836,48,1,69.9803718705623,0
806,24.079797641291904,6.277701122622389,2.3706295294816235,28,1,69.5783916214175,1
809,-40.640498397823954,-13.154913092840157,20.866716948244765,9,2,70.90807078975605,1
813,-46.55246450929522,-10.308389967671307,18.024950641152348,7,1,71.28204595257449,1
816,-43.97762066768372,-2.4467387366784585,9.938701415999102,10,1,70.55897351611192,1
820,-38.16100344550901,-21.39203668177121,29.40429724931889,0,1,72.35515237444415,1
823,-40.529568408309636,1.3346949739252771,6.917220671149119,0,1,70.51121209503422,1
824,-53.22914002149424,-0.40630092371605286,12.38204568210414,24,1,70.47932774593254,0
825,-45.72938597291997,-4.096346316428896,11.762316799652474,11,1,70.68850997757151,1
826,-39.104570902015475,9.338425639173334,4.944643446623337,12,2,69.54246076262311,1
827,22.765078089149956,3.3594953084969816,3.196970542595857,67,2,68.29915158449285,0
828,-67.58245390737628,21.810126085941697,27.856530597367858,0,2,71.66123550898416,1
829,-39.420905953139815,15.636430655003583,0.0,6,1,69.824,1
830,-42.07687774286147,6.828721414192543,1.7424167943493276,101,2,67.49987817713665,0
831,-26.30217746766252,-16.570078399749285,29.68353069361952,1,1,72.3580495168768,1
832,29.654574680630393,-18.633171644046513,26.242034280162336,0,1,72.09584681097331,1
834,-43.650766487557405,15.623463197730128,8.135761716737067,2,1,70.57113246077243,1
