,任务号码,任务GPS纬度,任务GPS经度,x,y,label,length,around,renwu,dis,任务标价,是否成功
1658,C1659,23.0672571151264,113.327370086175,-21.470497923139295,9.403335075573391,0,0.0,0,0,0.0,70.511,1
1661,C1662,23.0703922091833,113.305260350479,-23.729196313838912,9.751330515889432,0,0.0,4,1,0.0,69.864,1
1685,C1686,23.071601095046,113.294896456085,-24.787956667693425,9.885516846649004,0,0.0,15,3,0.0,68.51,1
1687,C1688,23.1065110975386,113.320810304064,-22.140635707741414,13.76052712332779,0,0.0,48,6,0.0,66.149,0
1697,C1698,23.0986135150888,113.282923277015,-26.01111919974776,12.883895471399967,0,0.0,27,7,0.0,66.002,1
1699,C1700,23.1229608993585,113.262403639088,-28.1073755187161,15.586455125336588,0,0.0,70,14,0.0,61.17299999999999,1
1700,C1701,23.1026056286312,113.280096848559,-26.299863013458783,13.327020074606235,0,0.0,33,9,0.0,64.748,1
1702,C1703,23.1016671412499,113.262202073704,-28.127967144718735,13.222847975282196,0,0.0,31,9,0.0,64.788,1
1707,C1708,23.1094085624437,113.281639712526,-26.142246278132053,14.082145727793904,0,0.0,26,13,0.0,62.62,1
1718,C1719,23.0970090104815,113.260710999745,-28.28029308827232,12.70579545998963,0,0.0,14,4,0.0,67.963,1
1722,C1723,23.1021981756077,113.259732235705,-28.38028219679982,13.281792788997873,0,0.0,16,5,0.0,67.35600000000001,1
1727,C1728,23.1272171096896,113.278449171203,-26.46818733192062,16.058894472088678,0,0.0,49,7,0.0,65.562,0
1736,C1737,23.0705277855612,113.316860031187,-22.544189830358235,9.766379493836364,0,0.0,9,3,0.0,68.63,1
1737,C1738,23.0989430105467,113.287792000352,-25.51373751607473,12.920469467226997,0,0.0,27,4,0.0,67.70299999999999,1
1740,C1741,23.0948919801745,113.28017365368,-26.292016714182317,12.470805095912464,0,0.0,27,7,0.0,66.002,1
1742,C1743,23.1156244476948,113.289182233229,-25.371713350559848,14.772108990665814,0,0.0,13,8,0.0,65.71499999999999,1
1747,C1748,23.0679458036712,113.318879392328,-22.33789483786613,9.479779504046398,0,0.0,5,2,0.0,69.277,0
1752,C1753,23.1569012374692,113.265505582335,-27.790485515309783,19.35383265562426,0,0.0,5,2,0.0,69.277,0
1755,C1756,23.2687280134463,113.307637999875,-23.486299115146615,31.766604789082372,0,0.0,9,3,0.0,68.63,1
1767,C1768,23.1679098933164,113.246234234235,-29.75921836397762,20.575793454663362,0,0.0,12,3,0.0,68.57000000000001,1
1803,C1804,23.1431788002955,113.280658379333,-26.242497847587153,17.830642129343815,0,0.0,35,7,0.0,65.842,1
1821,C1822,23.2315862158006,113.264376444648,-27.905836576560688,27.643865250409792,0,0.0,14,2,0.0,69.097,1
1822,C1823,23.2315862158006,113.264376444648,-27.905836576560688,27.643865250409792,0,0.0,14,2,0.0,69.097,1
1823,C1824,23.1982115699333,113.147193356877,-39.877090118661926,23.939279559139358,0,0.0,0,0,0.0,70.511,1
1830,C1831,23.3318560434536,113.303805286893,-23.8778434901449,38.77381611989293,0,0.0,15,3,0.0,68.51,1
1837,C1838,23.205285986775,113.325773326921,-21.633620522474438,24.724539828568066,0,0.0,53,3,0.0,67.75,0
1849,C1850,23.2007225762166,113.16511966495,-38.04576459978593,24.218001256585588,0,0.0,2,1,0.0,69.904,1
1851,C1852,23.2192650899389,113.335575837515,-20.632210319841533,26.27622027976112,0,0.0,1,1,0.0,69.924,1
1866,C1867,23.1924195209481,113.239533447354,-30.44376099047656,23.296362121782217,0,0.0,5,1,0.0,69.84400000000001,1
1872,C1873,23.2175785364645,113.257989904848,-28.558276179038288,26.089012844102726,0,0.0,5,1,0.0,69.84400000000001,1
1873,C1874,23.2168787954859,113.237836425178,-30.617126303867217,26.011341595478097,0,0.0,10,2,0.0,69.17699999999999,1
1879,C1880,23.2098914045506,113.237728810873,-30.628120024501474,25.235741201659724,0,0.0,0,0,0.0,70.511,1
1883,C1884,23.2423481444604,113.22618585187,-31.80733190122701,28.838439331647614,0,0.0,5,1,0.0,69.84400000000001,1
1892,C1893,23.1423658850013,113.225485173573,-31.878912175346027,17.74040853168749,0,0.0,7,2,0.0,69.237,1
1896,C1897,23.2165002157054,113.236848872118,-30.718013285874722,25.969319239842346,0,0.0,10,2,0.0,69.17699999999999,1
1929,C1930,23.4244009978398,113.318362686999,-22.390680701575096,49.04630605676098,0,0.0,0,0,0.0,70.511,1
1938,C1939,23.2090923276853,113.24838392154,-29.539609440422076,25.14704366961156,0,0.0,1,1,0.0,69.924,1
2000,C2001,23.1436678041327,113.226765690349,-31.748096446882943,17.8849215552729,0,0.0,14,3,0.0,68.53,1
2007,C2008,23.2061770297533,113.278833005469,-26.428975382450147,24.823445599159292,0,0.0,1,1,0.0,69.924,1
2009,C2010,23.1025222880729,113.322133512122,-22.00545870009858,13.31776927263515,0,0.0,36,6,0.0,66.389,1
2016,C2017,23.2224010456214,113.290996330664,-25.186387799257403,26.624311360518487,0,0.0,79,6,0.0,65.529,1
2033,C2034,23.1694847382257,113.285222489967,-25.77623495391341,20.750601239596012,0,0.0,0,0,0.0,70.511,1
2038,C2039,23.2156529919026,113.300569151175,-24.208442400906765,25.875277397731878,0,0.0,71,5,0.0,66.256,0
2051,C2052,23.2445115016537,113.304844177215,-23.771711968235426,29.078571980103934,0,0.0,4,1,0.0,69.864,1
2065,C2066,23.15929622415,113.368953794456,-17.222366861551446,19.619676177193252,0,0.0,1,1,0.0,69.924,1
