,任务号码,任务gps 纬度,任务gps经度,任务标价,任务执行情况,x,y,label,dis,around,xinyu,renwu,ingai,change,α
166,A0167,23.2374577140508,113.204265310992,70.0,0,-34.056935779733784,28.29560155618211,0,0.0,0,0.0,1,69.944,-0.055999999999997385,0.0
167,A0168,23.3718457592623,113.360399252647,74.5,0,-18.101725558626878,43.212674574658394,0,0.0,0,0.0,1,69.944,-4.555999999999997,0.0
168,A0169,23.3862789522872,113.410598974178,74.0,0,-12.97185372180386,44.81475900042224,0,0.0,0,0.0,1,69.944,-4.055999999999997,0.0
169,A0170,23.2577840626908,113.319993212109,65.5,0,-22.23078849108599,30.551826255221844,0,0.0,140,26199.7178,2,66.577,1.0769999999999982,4585.0
170,A0171,23.0802913180246,113.204206100083,67.5,0,-34.06298649804958,10.850131597273666,0,0.0,1,59.7694,1,69.924,2.4240000000000066,67.5
171,A0172,23.2128091257282,113.256333074606,65.5,0,-28.736170125587833,25.559608252373266,0,0.0,6,41.8386,5,67.556,2.0559999999999974,78.6
172,A0173,23.2523133871887,113.264093640781,66.5,0,-27.943123697345822,29.944581274488804,0,0.0,5,21.9154,1,69.84400000000001,3.3440000000000083,332.5
173,A0174,23.2617120579038,113.273631743806,65.5,0,-26.968432113559068,30.987833723864945,0,0.0,1,1.9923,2,69.357,3.8569999999999993,32.75
174,A0175,23.1965714623088,113.248217962292,65.0,0,-29.565447357465395,23.7572276128199,0,0.0,25,230.96800000000002,2,68.877,3.8769999999999953,812.5
175,A0176,23.233763172406,113.223460705564,67.5,0,-32.09537282662519,27.885507433609163,0,0.0,5,19.9231,1,69.84400000000001,2.3440000000000083,337.5
176,A0177,22.604959707051,113.857589590804,66.0,0,32.70578164391797,-41.911677220795674,3,21.77016735156052,11,79.69250000000001,2,70.94215372282795,4.942153722827953,363.0
177,A0178,22.7503426275261,113.583522613719,70.0,1,4.699083115056363,-25.77417304805994,2,36.37532110136821,3,1.9923,3,71.73277633031219,1.7327763303121912,70.0
178,A0179,23.112957963072,113.218596106348,67.0,1,-32.59248256656941,14.476129197534995,0,0.0,5,20.2771,1,69.84400000000001,2.8440000000000083,335.0
179,A0180,23.1317590111482,113.27575799971,65.0,0,-26.751151619821425,16.563045533993463,0,0.0,87,1362.1560999999997,3,67.07000000000001,2.0700000000000074,1885.0
180,A0181,23.1404538960516,113.288511874539,65.5,1,-25.447842730841636,17.528177758270726,0,0.0,36,624.7673000000001,3,68.09,2.5900000000000034,786.0
181,A0182,23.1288238498394,113.422445466624,65.5,0,-11.761269556982795,16.237242628716466,0,0.0,18,104.36080000000001,2,69.017,3.516999999999996,589.5
182,A0183,23.1381658955335,113.372836112767,65.5,1,-16.830812164640832,17.27420970076169,0,0.0,142,17435.428900000003,3,65.97,0.46999999999999886,3100.3333333333335
183,A0184,23.135343036366,113.303714558036,65.0,0,-23.894291923447675,16.960872333169004,0,0.0,25,1018.8887,6,66.609,1.6089999999999947,270.8333333333333
184,A0185,23.1441611874437,113.293760883836,65.5,1,-24.911450413460148,17.93968710279384,0,0.0,35,336.7008999999999,4,67.54299999999999,2.042999999999992,573.125
185,A0186,23.1350887199493,113.308793343828,65.0,0,-23.375294618183364,16.932643210915607,0,0.0,9,722.4665,4,68.06299999999999,3.062999999999988,146.25
186,A0187,23.1291226806063,113.350269600398,65.5,0,-19.136867113284627,16.27041284384252,0,0.0,7,79.6925,3,68.67,3.1700000000000017,152.83333333333334
187,A0188,23.1355991942272,113.350753117381,65.5,0,-19.08745687597409,16.989305855762392,0,0.0,9,81.2545,3,68.63,3.1299999999999955,196.5
188,A0189,22.8914003692739,113.463408611086,69.5,1,-7.57527659298711,-10.116763714054034,2,33.6120960566548,0,0.0,3,71.56619187664569,2.0661918766456893,0.0
189,A0190,23.1324472006173,113.339825712796,65.5,1,-20.204120142633176,16.63943456506339,0,0.0,29,217.31700000000004,3,68.23,2.730000000000004,633.1666666666666
190,A0191,23.1378221906984,113.391320724901,65.0,0,-14.941883534983257,17.236058464065636,0,0.0,60,2272.9165999999996,3,67.61,2.6099999999999994,1300.0
191,A0192,23.1370846778693,113.334185837298,65.0,0,-20.780454783504393,17.15419454003543,0,0.0,30,181.0043,5,67.07600000000001,2.0760000000000076,390.0
192,A0193,23.1996540489449,113.347128721895,65.5,0,-19.457831128302498,24.09939472942707,0,0.0,265,39725.228599999995,1,64.644,-0.8559999999999945,17357.5
193,A0194,23.1628186802684,113.418328010558,66.0,1,-12.182029299629502,20.010668806335673,0,0.0,0,0.0,2,69.377,3.3769999999999953,0.0
194,A0195,23.1621334712159,113.33624247722,65.5,0,-20.570288294675294,19.934610601507924,0,0.0,18,195.0556,4,67.883,2.3829999999999956,294.75
195,A0196,23.1745217883214,113.359043890192,66.5,0,-18.240229029852408,21.30971380021849,0,0.0,91,10428.4469,1,68.12400000000001,1.6240000000000094,6051.5
196,A0197,23.1396300112367,113.373441000257,65.0,0,-16.76899916638594,17.43672654381692,0,0.0,142,17435.428900000003,3,65.97,0.9699999999999989,3076.6666666666665
197,A0198,22.8292607570027,113.512806615216,75.0,1,-2.5273316551800393,-17.01426067615715,2,33.68528882098611,0,0.0,2,72.13919368332085,-2.8608063166791453,0.0
198,A0199,22.7740343384781,113.563484892444,74.5,1,2.6514434288627586,-23.144393132387858,2,35.14024847087731,0,0.0,1,72.82550037461195,-1.6744996253880515,0.0
199,A0200,22.7609687421639,113.567051785148,75.0,1,3.015941515090641,-24.59467432326395,2,36.177474161059784,0,0.0,1,72.91055288120691,-2.089447118793089,0.0
200,A0201,23.06873265818,113.259724537227,67.0,1,-28.38959910777167,9.567120354523137,0,0.0,7,79.6925,2,69.237,2.2369999999999948,234.5
201,A0202,23.3804385369808,113.214808316726,70.0,1,-32.97955394292524,44.166472901412035,0,0.0,48,163.75039999999998,2,68.417,-1.5829999999999984,1680.0
202,A0203,23.0683224425615,113.259826043953,67.0,0,-28.379226211686603,9.521586420869493,0,0.0,7,79.6925,2,69.237,2.2369999999999948,234.5
203,A0204,22.8066172363972,113.553841124661,66.5,1,1.6659540428256552,-19.527691463367503,2,32.7552961232823,0,0.0,5,70.36193428210915,3.8619342821091465,0.0
204,A0205,22.8080831187483,113.554093517069,66.5,1,1.6917458334201945,-19.364978522395575,2,32.61092208378089,0,0.0,5,70.35009561087004,3.850095610870042,0.0
205,A0206,22.807546702812,113.552166166666,70.0,1,1.4947913434241633,-19.42452069132477,2,32.77904836644648,0,0.0,4,70.9308819660486,0.9308819660486023,0.0
206,A0207,22.7515565254918,113.582300593937,70.0,1,4.574205831428263,-25.63943037386705,2,36.31503993079282,3,1.9923,3,71.72783327432501,1.7278332743250076,70.0
207,A0208,22.7372249570996,113.493320018744,75.0,1,-4.518652311719436,-27.23023446540138,2,42.63225454471118,0,0.0,1,73.43984487266631,-1.5601551273336867,0.0
208,A0209,22.7514939634161,113.583011167968,70.0,1,4.646818857922849,-25.646374764269897,2,36.286958763772134,3,1.9923,3,71.72553061862932,1.7255306186293211,70.0
209,A0210,23.1087118142391,113.492884574249,67.0,1,-4.563150057588486,14.004806677083295,2,27.359040400776685,4,39.8463,4,70.40644131286369,3.4064413128636915,67.0
210,A0211,23.1438110113331,113.225977000331,66.0,0,-31.83823455444504,17.900817554517147,0,0.0,7,21.9154,3,68.67,2.6700000000000017,154.0
211,A0212,23.452313317277,113.18650320598,70.0,0,-35.872031949290516,52.14457351429007,0,0.0,0,0.0,3,68.81,-1.1899999999999977,0.0
212,A0213,23.3387320144502,113.28750899998,68.0,1,-25.5503257287376,39.53704890051547,0,0.0,3,7.5268,1,69.884,1.8840000000000003,204.0
213,A0214,23.4663327934283,113.159491967779,70.0,0,-38.63229009214591,53.70073536708447,0,0.0,14,23.907700000000002,6,66.829,-3.1710000000000065,163.33333333333334
214,A0215,23.1421736666503,113.225830285482,66.0,0,-31.853227234662178,17.719072294726523,0,0.0,7,21.9154,3,68.67,2.6700000000000017,154.0
215,A0216,23.374775772357,113.178884764987,70.5,1,-36.65055471193871,43.537906028170255,0,0.0,0,0.0,1,69.944,-0.5559999999999974,0.0
216,A0217,23.4707976950687,113.162317292602,70.0,0,-38.3435722706656,54.19633944916889,0,0.0,25,43.8308,7,66.042,-3.9579999999999984,250.0
217,A0218,23.1369726166487,113.251180512779,66.0,1,-29.26270654845446,17.141755744548654,0,0.0,32,484.87330000000003,1,69.304,3.304000000000002,2112.0
218,A0219,23.4567319436188,113.281831122566,70.5,1,-26.13054375686016,52.63504103822978,0,0.0,2,1.0242,2,69.33699999999999,-1.163000000000011,70.5
219,A0220,23.3928644657187,113.216877071196,65.0,1,-32.768149477537115,45.54575099131867,0,0.0,27,46.203900000000004,6,66.56899999999999,1.5689999999999884,292.5
220,A0221,23.4594832741594,113.190665542288,70.0,0,-35.44668592842454,52.9404387282365,0,0.0,14,39.8463,3,68.53,-1.4699999999999989,326.6666666666667
221,A0222,22.7102301705629,113.552891213297,75.0,1,1.5688833140434437,-30.22665577097478,2,41.780402939144814,0,0.0,1,73.36999304100988,-1.6300069589901227,0.0
222,A0223,23.466897437603,113.156847690528,70.0,0,-38.902506798235024,53.76341087047598,0,0.0,14,23.907700000000002,5,67.396,-2.603999999999999,196.0
223,A0224,23.3948402819022,113.221447149273,70.0,0,-32.3011366315624,45.765066587687485,0,0.0,17,25.900000000000002,4,67.90299999999999,-2.0970000000000084,297.5
224,A0225,23.3388714432594,113.111064901651,75.0,1,-43.58101560482774,39.55252549833653,0,0.0,0,0.0,1,69.944,-5.055999999999997,0.0
225,A0226,23.4739306979279,113.228661761516,75.0,0,-31.563880825550477,54.54410276654019,0,0.0,0,0.0,1,69.944,-5.055999999999997,0.0
226,A0227,23.415362495971,113.255981176897,70.0,1,-28.772130288151203,48.043032349324065,0,0.0,0,0.0,1,69.944,-0.055999999999997385,0.0
227,A0228,23.3962014611059,113.214823185478,65.5,1,-32.97803451632776,45.91615747929799,0,0.0,24,44.211600000000004,6,66.62899999999999,1.1289999999999907,262.0
228,A0229,23.4049935441326,113.218564358435,70.0,1,-32.595726861952016,46.89207869526188,0,0.0,9,19.9231,3,68.63,-1.3700000000000045,210.0
229,A0230,23.0756222678072,113.288290696452,66.0,1,-25.47044475341933,10.331867023142483,0,0.0,21,189.9624,1,69.524,3.524000000000001,1386.0
230,A0231,23.3724341706871,113.207607097319,70.0,1,-33.71544114508795,43.27798824281125,0,0.0,14,43.8309,2,69.097,-0.9030000000000058,490.0
231,A0232,23.425831172849,113.208056767498,70.0,1,-33.66948968725647,49.205055482782285,0,0.0,0,0.0,2,69.377,-0.6230000000000047,0.0
232,A0233,23.3984107824574,113.25153069652,70.0,1,-29.226921534994005,46.161392149314565,0,0.0,18,92.9875,1,69.584,-0.4159999999999968,1260.0
233,A0234,23.3895943664696,113.209449233563,70.0,1,-33.52719462599339,45.18276997466856,0,0.0,21,42.219300000000004,4,67.823,-2.1770000000000067,367.5
234,A0235,23.4038021496939,113.209090840207,70.0,1,-33.56381857384461,46.759833912565895,0,0.0,9,19.9231,4,68.06299999999999,-1.9370000000000118,157.5
235,A0236,23.3950883145195,113.209232887461,70.0,1,-33.54930287165386,45.79259820820779,0,0.0,22,42.219300000000004,5,67.236,-2.763999999999996,308.0
236,A0237,23.0969280105105,113.239735000161,66.0,1,-30.432314885839396,12.696804463208547,0,0.0,25,157.2097,1,69.444,3.4440000000000026,1650.0
237,A0238,23.4084128090178,113.212755376026,70.0,1,-33.189342411037586,47.271617097518984,0,0.0,9,19.9231,3,68.63,-1.3700000000000045,210.0
238,A0239,23.0918714635254,113.337875769111,65.0,1,-20.403383423146053,12.13552774786259,0,0.0,17,165.7224,7,66.202,1.2019999999999982,157.85714285714286
239,A0240,23.3948402819022,113.221447149273,70.0,0,-32.3011366315624,45.765066587687485,0,0.0,17,25.900000000000002,4,67.90299999999999,-2.0970000000000084,297.5
240,A0241,23.0953786446699,113.340585953241,65.5,0,-20.126431742596306,12.524824854902015,0,0.0,12,145.4357,4,68.003,2.503,196.5
241,A0242,23.4064905563046,113.169637572138,71.5,1,-37.59551840335033,47.05824704635377,0,0.0,0,0.0,1,69.944,-1.5559999999999974,0.0
242,A0243,23.1002261378906,113.272654115225,65.5,0,-27.06833524392821,13.062896602399874,0,0.0,33,387.11059999999986,2,68.717,3.2169999999999987,1080.75
243,A0244,23.1140539351209,113.268162269676,66.0,0,-27.52735356662811,14.59778209496303,0,0.0,36,303.31519999999995,1,69.224,3.2240000000000038,2376.0
244,A0245,23.4260402551923,113.205743562539,70.0,1,-33.905874364502495,49.22826362288859,0,0.0,0,0.0,2,69.377,-0.6230000000000047,0.0
245,A0246,23.0914437936008,113.361995204673,66.5,0,-17.938636419855232,12.088056386231845,0,0.0,5,40.2199,2,69.277,2.777000000000001,166.25
246,A0247,23.0725067756973,113.323263141182,66.0,1,-21.89663689525235,9.98604739894332,0,0.0,4,19.9231,2,69.297,3.296999999999997,132.0
247,A0248,23.0987470300923,113.314500058647,65.0,0,-22.792129717304725,12.898715636788591,0,0.0,43,853.2807,4,67.383,2.3829999999999956,698.75
248,A0249,23.0922354401604,113.361821053777,66.5,0,-17.956432769106453,12.17592915434765,0,0.0,5,40.2199,2,69.277,2.777000000000001,166.25
249,A0250,23.0922576316007,113.309217218266,65.5,1,-23.331979207748326,12.178392404220705,0,0.0,13,86.0575,3,68.55,3.049999999999997,283.8333333333333
250,A0251,23.0781382751711,113.356352889423,66.5,0,-18.51522037715026,10.61114384053515,0,0.0,0,0.0,2,69.377,2.8769999999999953,0.0
251,A0252,23.0720749507871,113.357390647834,67.0,0,-18.409172624619675,9.938114833911367,0,0.0,0,0.0,2,69.377,2.3769999999999953,0.0
252,A0253,23.0868626906769,113.332467287231,65.0,1,-20.95607212399925,11.579553961678894,0,0.0,19,92.911,6,66.729,1.7289999999999992,205.83333333333334
253,A0254,23.0934910827144,113.279266420157,65.5,1,-26.392628769615737,12.315305477841626,0,0.0,30,536.1324,1,69.34400000000001,3.8440000000000083,1965.0
254,A0255,23.0888786540514,113.328379781568,65.0,1,-21.37377125745958,11.803325896248424,0,0.0,12,67.011,4,68.003,3.003,195.0
255,A0256,23.0869086308023,113.343204462598,65.5,1,-19.85884823824168,11.584653315598274,0,0.0,13,68.634,5,67.416,1.9159999999999968,170.3
256,A0257,23.0876292287885,113.333841266126,65.0,1,-20.81566625275325,11.664639692066714,0,0.0,19,92.911,7,66.162,1.1620000000000061,176.42857142857142
257,A0258,23.0688473269984,113.322619933776,66.5,1,-21.96236577694023,9.579848593365703,0,0.0,5,21.9154,2,69.277,2.777000000000001,166.25
258,A0259,23.0140365266132,113.399594747459,68.0,1,-14.096367384632217,3.4958497506083397,0,0.0,3,19.9231,3,68.75,0.75,68.0
259,A0260,23.0830827872767,113.339986287601,65.5,1,-20.187711123923116,11.159984684257019,0,0.0,8,26.263600000000004,5,67.516,2.0160000000000053,104.8
260,A0261,23.0479763966089,113.289293329367,69.0,0,-25.36798644894103,7.263175320130902,0,0.0,11,181.3005,2,69.157,0.15699999999999648,379.5
261,A0262,23.0923158175952,113.333797010249,65.0,1,-20.82018872758208,12.184851049610295,0,0.0,22,207.19740000000002,6,66.669,1.668999999999997,238.33333333333334
262,A0263,22.941040742845,113.364357668065,65.0,1,-17.69721806033942,-4.606682247661791,0,0.0,15,119.5387,5,67.376,2.3760000000000048,195.0
263,A0264,23.0960712672027,113.321480990538,65.5,1,-22.07875353093797,12.601705956042753,0,0.0,21,236.3976,2,68.957,3.4569999999999936,687.75
264,A0265,23.0191955713843,113.325271269013,65.5,1,-21.691427820563586,4.068503720200596,0,0.0,41,902.8471999999999,2,68.557,3.057000000000002,1342.75
265,A0266,22.814592396584,113.419107833613,75.0,0,-12.102339767386395,-18.642448682632814,1,40.99462938537107,0,0.0,2,72.73855960960043,-2.261440390399571,0.0
266,A0267,22.9663956802127,113.418650592067,67.0,1,-12.149064937525267,-1.7922841998472876,0,0.0,0,0.0,1,69.944,2.9440000000000026,0.0
267,A0268,22.9345907957979,113.416799529649,70.0,1,-12.338223615635187,-5.322626369890113,0,0.0,0,0.0,3,68.81,-1.1899999999999977,0.0
268,A0269,22.9910604358432,113.405244729793,70.5,1,-13.518999933783038,0.9455036751382089,0,0.0,0,0.0,1,69.944,-0.5559999999999974,0.0
269,A0270,22.9617871362599,113.442038240113,66.0,1,-9.759098750827015,-2.303832578607924,0,0.0,0,0.0,4,68.243,2.242999999999995,0.0
270,A0271,22.889927928137,113.461447492481,72.0,1,-7.7756818301799955,-10.280204680250037,2,33.8669456751841,0,0.0,3,71.5870895453651,-0.41291045463489695,0.0
271,A0272,23.0217001615757,113.357449441031,68.0,1,-18.403164591979593,4.346513231445975,0,0.0,4,19.9231,1,69.864,1.8640000000000043,272.0
272,A0273,22.8100654032477,113.414159872993,75.0,0,-12.607968146591187,-19.14494494296198,1,40.93147237263658,0,0.0,2,72.73338073455619,-2.2666192654438078,0.0
273,A0274,23.0074313211394,113.320175523213,67.0,1,-22.212158256307433,2.762671943016521,0,0.0,0,0.0,1,69.944,2.9440000000000026,0.0
274,A0275,22.9419492749117,113.371203549402,65.5,0,-16.997642588646393,-4.505835188258196,0,0.0,23,732.343,2,68.917,3.4170000000000016,753.25
275,A0276,22.9442835155064,113.404493207404,65.0,1,-13.59579744222476,-4.246734482246595,0,0.0,9,81.6848,3,68.63,3.6299999999999955,195.0
276,A0277,22.9648193856445,113.35658051101,66.5,1,-18.49195989814762,-1.9672528969173975,0,0.0,1,0.375,1,69.924,3.4240000000000066,66.5
277,A0278,22.9345907957979,113.416799529649,70.0,1,-12.338223615635187,-5.322626369890113,0,0.0,0,0.0,3,68.81,-1.1899999999999977,0.0
278,A0279,22.9803507142826,113.322274897324,66.0,1,-21.997624792803833,-0.24327541808819575,0,0.0,7,80.8202,3,68.67,2.6700000000000017,154.0
279,A0280,22.9570529358364,113.423847297525,67.0,1,-11.618017510164155,-2.8293288256163294,0,0.0,0,0.0,1,69.944,2.9440000000000026,0.0
280,A0281,22.9685945194393,113.408129594819,65.5,1,-13.224197743679316,-1.548213045694574,0,0.0,2,19.9231,3,68.77,3.269999999999996,43.666666666666664
281,A0282,22.954544920309,113.345148218755,66.5,1,-19.660217256567606,-3.1077185491577772,0,0.0,4,21.9231,1,69.864,3.3640000000000043,266.0
282,A0283,22.9226513421145,113.37549023365,68.0,1,-16.559589545192903,-6.647905728747524,0,0.0,4,3.9846,1,69.864,1.8640000000000043,272.0
283,A0284,22.9422816695258,113.36044210182,65.0,1,-18.097346833823323,-4.4689393860929165,0,0.0,15,119.5387,5,67.376,2.3760000000000048,195.0
284,A0285,22.9532139767131,113.365905849252,65.5,0,-17.539010587722075,-3.2554532883026184,0,0.0,7,39.93920000000001,4,68.103,2.6029999999999944,114.625
285,A0286,22.9543575536001,113.368049181045,65.5,1,-17.31998512171319,-3.128516253845685,0,0.0,7,39.93920000000001,5,67.536,2.0360000000000014,91.7
286,A0287,22.9677616002698,113.404437697513,65.5,1,-13.601469956290842,-1.6406670735091247,0,0.0,2,19.9231,3,68.77,3.269999999999996,43.666666666666664
287,A0288,22.9541090079089,113.35841800032,65.5,0,-18.304188245748282,-3.156104825568864,0,0.0,5,20.3911,4,68.143,2.6430000000000007,81.875
288,A0289,22.9400120209537,113.360734032246,65.0,0,-18.06751468286739,-4.720870377596324,0,0.0,15,119.5387,4,67.943,2.942999999999998,243.75
289,A0290,23.0539947236249,113.269913812089,69.0,1,-27.348364763076265,7.931209618907015,0,0.0,0,0.0,1,69.944,0.9440000000000026,0.0
290,A0291,22.9428917947507,113.360686171427,65.0,0,-18.072405544010888,-4.401215486129139,0,0.0,15,119.5387,5,67.376,2.3760000000000048,195.0
291,A0292,23.5552806571256,113.598866296147,70.0,1,6.267042497299677,63.57394823748472,0,0.0,24,32.931200000000004,9,64.928,-5.072000000000003,186.66666666666666
292,A0293,22.9454816134881,113.403309240742,65.0,1,-13.716786106103473,-4.113745606277931,0,0.0,8,79.6925,4,68.083,3.0829999999999984,130.0
293,A0294,22.9695087864523,113.382774251672,67.5,1,-15.815241214756018,-1.4467294072513752,0,0.0,0,0.0,1,69.944,2.4440000000000026,0.0
294,A0295,23.5634113272119,113.580384782268,70.0,1,4.378430475992651,64.4764526170639,0,0.0,0,0.0,1,69.944,-0.055999999999997385,0.0
295,A0296,23.625476281953,113.431395570977,70.0,1,-10.846665115825624,71.36566259332598,0,0.0,13,219.9701,1,69.684,-0.3160000000000025,910.0
296,A0297,23.8783980646874,113.539711364689,70.0,1,0.2220444845483654,99.43998047684444,0,0.0,0,0.0,1,69.944,-0.055999999999997385,0.0
297,A0298,23.7231177315918,113.739427045502,75.0,1,20.630839894734965,82.20386350323281,2,75.83376540303634,0,0.0,1,76.16236876304899,1.1623687630489883,0.0
298,A0299,23.5603869306323,113.601878162707,70.0,1,6.574822878768101,64.14074459672857,0,0.0,13,19.9231,4,67.98299999999999,-2.01700000000001,227.5
299,A0300,23.5443598586509,113.592683288069,70.0,1,5.635205546041328,62.361739606793,0,0.0,25,32.931200000000004,5,67.176,-2.823999999999998,350.0
300,A0301,23.5445699394393,113.592693395803,70.0,1,5.636238447786493,62.385058574305305,0,0.0,25,32.931200000000004,5,67.176,-2.823999999999998,350.0
301,A0302,23.5507963621779,113.596300622424,70.0,1,6.004858226696578,63.07619149828985,0,0.0,24,32.931200000000004,11,63.79399999999999,-6.20600000000001,152.72727272727272
302,A0303,23.8161076699866,113.957929440388,75.0,1,42.9594355048096,92.52574666505575,2,88.72966552959325,0,0.0,1,77.21983257342664,2.2198325734266433,0.0
303,A0304,23.5496608593721,113.592775572791,70.0,1,5.6446360524649535,62.95015068684623,0,0.0,27,32.931200000000004,10,64.30099999999999,-5.699000000000012,189.0
304,A0305,23.2315862158006,113.264376444648,66.5,1,-27.914224182599618,27.643865250409792,0,0.0,14,156.01080000000002,2,69.097,2.596999999999994,465.5
305,A0306,23.5565433531905,113.59466398704,70.0,1,5.837611686128446,63.71410750068848,0,0.0,40,52.8543,10,64.041,-5.959000000000003,280.0
306,A0307,23.5509090172857,113.602250999917,70.0,1,6.612922833210298,63.08869621525591,0,0.0,24,32.931200000000004,8,65.49499999999999,-4.50500000000001,210.0
307,A0308,23.451655228992,113.284509235392,70.0,1,-25.856869418778516,52.07152571465505,0,0.0,1,0.3636,2,69.357,-0.6430000000000007,35.0
308,A0309,23.2141768895224,113.283053118991,65.5,1,-26.005668860065246,25.711430033529417,0,0.0,73,5329.3659,6,65.649,0.1490000000000009,796.9166666666666
309,A0310,23.3433234671707,113.30125296199,66.5,1,-24.145840574414436,40.04670015249065,0,0.0,31,187.2024,1,69.324,2.823999999999998,2061.5
310,A0311,23.5584065115483,113.589514390519,70.0,1,5.311378285655619,63.92091807840427,0,0.0,27,32.931200000000004,5,67.136,-2.8640000000000043,378.0
311,A0312,23.2410397884986,113.311197191406,65.5,1,-23.12964723978597,28.693211819887775,0,0.0,19,121.2206,2,68.997,3.497,622.25
312,A0313,23.1726853608924,113.282908079482,67.5,0,-26.020490338547443,21.10587035559972,0,0.0,1,2.0,1,69.924,2.4240000000000066,67.5
313,A0314,23.1791674407324,113.25790735052,65.5,0,-28.575296052419787,21.825381217839478,0,0.0,79,3802.0031,2,67.797,2.296999999999997,2587.25
314,A0315,23.2290590127881,113.274368000391,66.0,1,-26.893194606162485,27.36334571602211,0,0.0,19,175.96970000000002,3,68.43,2.430000000000007,418.0
315,A0316,23.1991462436325,113.259458632508,65.5,0,-28.41677171127781,24.0430283397508,0,0.0,14,81.6847,1,69.664,4.1640000000000015,917.0
316,A0317,23.21375407025,113.284813628909,65.5,1,-25.82576367391357,25.664497094293257,0,0.0,73,5329.3659,6,65.649,0.1490000000000009,796.9166666666666
317,A0318,23.2539606231786,113.3157819451,65.5,1,-22.661134703533765,30.127424469367682,0,0.0,149,26279.4103,2,66.39699999999999,0.8969999999999914,4879.75
318,A0319,23.2138522396319,113.250263998616,65.5,1,-29.356364442351218,25.675393895684156,0,0.0,1,1.9923,4,68.223,2.722999999999999,16.375
319,A0320,23.2169617302372,113.286259611525,65.0,1,-25.6779997965039,26.020547352872132,0,0.0,73,5329.3659,6,65.649,0.6490000000000009,790.8333333333334
320,A0321,23.2945140830139,113.331306286413,69.0,1,-21.07471392553028,34.62885851108614,0,0.0,0,0.0,4,68.243,-0.757000000000005,0.0
321,A0322,23.2418876586757,113.277071510111,66.0,0,-26.61692497855755,28.78732540954592,0,0.0,10,35.897400000000005,3,68.61,2.6099999999999994,220.0
322,A0323,23.2422595225982,113.311166428036,65.5,1,-23.1327909254582,28.828602304943335,0,0.0,19,121.2206,2,68.997,3.497,622.25
323,A0324,23.1836503160286,113.23346030743,65.0,1,-31.073521022922368,22.32298037571781,0,0.0,18,84.67330000000001,2,69.017,4.016999999999996,585.0
324,A0325,23.1990704508838,113.238775254148,65.5,0,-30.530390610016475,24.034615344644774,0,0.0,5,19.9231,2,69.277,3.777000000000001,163.75
325,A0326,23.2370947579221,113.283780707827,65.5,1,-25.931317103426963,28.25531342589634,0,0.0,10,41.874300000000005,4,68.04299999999999,2.542999999999992,163.75
326,A0327,23.1871881251048,113.33669812113,66.0,0,-20.52372638575927,22.715677183175952,0,0.0,10,25.337300000000003,2,69.17699999999999,3.1769999999999925,330.0
327,A0328,23.2203504832305,113.249281992413,66.0,0,-29.45671491862348,26.396698935128715,0,0.0,0,0.0,2,69.377,3.3769999999999953,0.0
328,A0329,23.2184431225644,113.233372520524,65.0,1,-31.08249190090661,26.184981901191346,0,0.0,11,60.0544,5,67.456,2.456000000000003,143.0
329,A0330,23.2127790884372,113.264933810878,65.5,1,-27.8572673462082,25.55627411307214,0,0.0,10,152.98499999999999,5,67.476,1.975999999999999,131.0
330,A0331,23.2278329763257,113.309807315155,65.5,0,-23.27167764989998,27.22725566869589,0,0.0,22,232.7146,2,68.937,3.4369999999999976,720.5
331,A0332,23.1780159610261,113.246117778807,65.0,1,-29.780063530290185,21.69756697044041,0,0.0,16,79.6924,2,69.057,4.057000000000002,520.0
332,A0333,23.2205046444513,113.282637918591,65.5,1,-26.048097877072397,26.41381083063737,0,0.0,5,21.9154,7,66.44200000000001,0.9420000000000073,46.785714285714285
333,A0334,23.1862330842068,113.236325834633,65.0,1,-30.780694950424902,22.60966764349806,0,0.0,23,104.59640000000002,2,68.917,3.9170000000000016,747.5
334,A0335,23.2945140830139,113.331306286413,69.0,1,-21.07471392553028,34.62885851108614,0,0.0,0,0.0,4,68.243,-0.757000000000005,0.0
335,A0336,23.1589895713282,113.227692632702,65.5,1,-31.662915371112263,19.58563771397322,0,0.0,17,93.26339999999999,2,69.03699999999999,3.536999999999992,556.75
336,A0337,23.2139486173374,113.28101500123,65.5,1,-26.213942583174315,25.68609182099464,0,0.0,1,1.9923,7,66.522,1.0220000000000056,9.357142857142858
337,A0338,23.1788683820703,113.248234670775,65.0,1,-29.563739930137583,21.792185706346267,0,0.0,16,79.6924,3,68.49000000000001,3.490000000000009,346.6666666666667
338,A0339,23.2187216190125,113.232305309581,65.0,1,-31.191549385560094,26.215895006930467,0,0.0,11,60.0544,5,67.456,2.456000000000003,143.0
339,A0340,23.2179401249466,113.236867505669,65.5,1,-30.725341994121557,26.12914916561585,0,0.0,10,59.769400000000005,5,67.476,1.975999999999999,131.0
340,A0341,23.2945140830139,113.331306286413,69.0,1,-21.07471392553028,34.62885851108614,0,0.0,0,0.0,4,68.243,-0.757000000000005,0.0
341,A0342,23.2315862158006,113.264376444648,66.5,1,-27.914224182599618,27.643865250409792,0,0.0,14,156.01080000000002,2,69.097,2.596999999999994,465.5
342,A0343,23.2315970128017,113.283056999671,65.5,0,-26.00527229629116,27.645063717531826,0,0.0,14,55.8205,4,67.963,2.462999999999994,229.25
